Unnamed: 0,J,S,D,size,size_i,gamma,e,t,c,r,P,lab,mu,load,target_prob,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g_tmp,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g_tmp,ospi_g,ospi_opt_gap_tmp,ospi_opt_gap,sdf_job_id,sdf_attempts,sdf_time,sdf_iter,sdf_g_tmp,sdf_g,sdf_opt_gap_tmp,sdf_opt_gap,fcfs_job_id,fcfs_attempts,fcfs_time,fcfs_iter,fcfs_g_tmp,fcfs_g,fcfs_opt_gap_tmp,fcfs_opt_gap,pi_job_id,pi_attempts,pi_time,pi_iter,pi_g_tmp,pi_g,pi_opt_gap_tmp,pi_opt_gap,vi_opt_gap_tmp,vi_opt_gap
35,2,5,80,236196,708588,10,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.125, 0.75]","[0.3333333333333333, 0.6666666666666666]",0.9,0.7785429810424558,6608960_30,1,(HH:MM:SS): 03:46:13,1151,1.1726125081380208,,6609016_36,1,(HH:MM:SS): 02:44:54,1541,1.0285936668515205,1.0285936668515205,,,6609378_29,1,(HH:MM:SS): 03:46:12,1731,0.7538965592781702,0.754450261592865,0.3570795518160771,,,0,00:00,0,,,,,,0,00:00,0,,,,,0.0,
36,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.29166666666666663, 0.8749999999999999]","[0.3333333333333333, 0.3333333333333333]",0.7,0.3822263341633468,6608961_31,1,(HH:MM:SS): 03:47:59,151,0.8120000517616669,,6609017_37,1,2:00:00,0,,,,,6609200_30,2,(HH:MM:SS): 03:49:26,231,0.7124263017127911,,0.12262776317913593,,,0,00:00,0,,,,,,0,00:00,0,,,,,0.0,
37,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.29166666666666663, 1.7499999999999998]","[0.3333333333333333, 0.6666666666666666]",0.7,0.3856356060805235,6608962_32,1,(HH:MM:SS): 03:48:50,261,1.4072820544242859,,6609018_38,1,2:00:00,0,,,,,6609201_31,1,(HH:MM:SS): 03:49:35,231,1.1035563983023167,,,,,0,00:00,0,,,,,6610491_38,1,5:00:00,0,,,,,0.0,
38,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.375, 1.125]","[0.3333333333333333, 0.3333333333333333]",0.9,0.7693766442295452,6608963_33,1,(HH:MM:SS): 03:48:45,261,0.8412814543892939,,6609019_39,1,2:00:00,0,,,,,6609202_32,1,(HH:MM:SS): 03:49:26,231,0.6805239245295525,,,,,0,00:00,0,,,,,6610492_39,1,5:00:00,0,,,,,0.0,
39,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.375, 2.25]","[0.3333333333333333, 0.6666666666666666]",0.9,0.7741204519548881,6608964_34,1,(HH:MM:SS): 03:49:26,261,1.2946460892756781,,6609020_40,1,2:00:00,0,,,,,6609203_33,1,(HH:MM:SS): 03:49:13,231,1.0695546368757884,,,,,0,00:00,0,,,,,6610493_40,1,5:00:00,0,,,,,0.0,
40,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.5833333333333333, 0.5833333333333333]","[0.3333333333333333, 0.3333333333333333]",0.7,0.3822263341633468,6608965_35,1,(HH:MM:SS): 03:48:29,261,0.8767411733667055,,6609021_41,1,2:00:00,0,,,,,6609204_34,1,(HH:MM:SS): 03:49:29,231,0.7115684760113556,,0.18839390959715405,,,0,00:00,0,,,,,6610494_41,1,5:00:00,0,,,,,0.0,
41,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.5833333333333333, 1.1666666666666665]","[0.3333333333333333, 0.6666666666666666]",0.7,0.3844908436925104,6608966_36,1,(HH:MM:SS): 03:48:55,261,1.4172206073999405,,6609022_42,1,2:00:00,0,,,,,6609205_35,1,(HH:MM:SS): 03:48:20,391,1.100506273408731,,,,,0,00:00,0,,,,,6610495_42,1,5:00:00,0,,,,,0.0,
42,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.75, 0.75]","[0.3333333333333333, 0.3333333333333333]",0.9,0.7693766442295452,6608967_37,1,(HH:MM:SS): 03:48:47,261,0.9456980042159557,,6609023_43,1,(HH:MM:SS): 03:46:21,551,0.7680455843607584,,0.1878532248806875,,6609206_36,1,(HH:MM:SS): 03:48:15,391,0.6344837602227926,,0.3290841712742956,,,0,00:00,0,,,,,6610496_43,1,5:00:00,0,,,,,0.0,
43,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.75, 1.5]","[0.3333333333333333, 0.6666666666666666]",0.9,0.7725764594492988,6608968_38,1,(HH:MM:SS): 03:48:49,261,1.3404714937011402,,6609024_44,1,(HH:MM:SS): 03:47:28,521,1.3949191570281982,,,,6609728_37,2,2:00:00,0,,,,,,0,00:00,0,,,,,6610497_44,1,5:00:00,0,,,,,0.0,
44,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.8749999999999999, 0.29166666666666663]","[0.3333333333333333, 0.3333333333333333]",0.7,0.3822263341633468,6608969_39,1,(HH:MM:SS): 03:48:54,261,0.8601245159904162,,6609025_45,1,(HH:MM:SS): 03:47:21,531,0.9472717841466267,,,,6609208_38,1,(HH:MM:SS): 03:48:05,391,0.7588913043340046,,0.11769599607313078,,,0,00:00,0,,,,,6610498_45,1,5:00:00,0,,,,,0.0,
45,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.8749999999999999, 0.5833333333333333]","[0.3333333333333333, 0.6666666666666666]",0.7,0.3833539868730459,6608970_40,1,(HH:MM:SS): 03:48:52,261,1.0869103794296584,,6609026_46,1,(HH:MM:SS): 03:46:52,481,1.2213762601216636,,,,6609209_39,1,(HH:MM:SS): 03:48:07,391,0.9442839274803798,,,,,0,00:00,0,,,,,6610499_46,1,5:00:00,0,,,,,0.0,
46,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.125, 0.375]","[0.3333333333333333, 0.3333333333333333]",0.9,0.7693766442295452,6608971_41,1,(HH:MM:SS): 03:48:55,261,0.8412814543892939,,6609027_47,1,(HH:MM:SS): 03:46:32,471,0.8720743159453074,,,,6609210_40,2,(HH:MM:SS): 03:47:59,391,0.6362687951574723,,0.2436909290727741,,,0,00:00,0,,,,,6610500_47,1,5:00:00,0,,,,,0.0,
47,2,5,160,933156,2799468,20,0.0001,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.125, 0.75]","[0.3333333333333333, 0.6666666666666666]",0.9,0.7709956041274744,6608972_42,1,(HH:MM:SS): 03:48:51,261,1.1863198007146518,,6608978_48,1,(HH:MM:SS): 03:46:32,471,1.1217976609865825,,0.05438848756397767,,6609211_41,2,(HH:MM:SS): 03:48:09,391,0.7792914534608524,,0.34310170580361316,,,0,00:00,0,,,,,6609226_48,1,5:00:00,0,,,,,0.0,
