Unnamed: 0,J,S,gamma,D,mu,lab,load,imbalance,t,c,r,t_prob,e,P,size,size_i,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g_tmp,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g_tmp,ospi_g,ospi_opt_gap_tmp,ospi_opt_gap,sdf_job_id,sdf_attempts,sdf_time,sdf_iter,sdf_g_tmp,sdf_g,sdf_opt_gap_tmp,sdf_opt_gap,fcfs_job_id,fcfs_attempts,fcfs_time,fcfs_iter,fcfs_g_tmp,fcfs_g,fcfs_opt_gap_tmp,fcfs_opt_gap,pi_job_id,pi_attempts,pi_time,pi_iter,pi_g_tmp,pi_g,pi_opt_gap_tmp,pi_opt_gap,cmu_t_min_job_id,cmu_t_min_attempts,cmu_t_min_time,cmu_t_min_iter,cmu_t_min_g_tmp,cmu_t_min_g,cmu_t_min_opt_gap_tmp,cmu_t_min_opt_gap
30,2,2,20,235,"[4.0, 4.0]","[3.6, 3.6]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8618924889543446,0.0001,1000,501264,1503792,702731031,2,(HH:MM:SS): 05:40:06,18921,5.321960449,,704545231,2,(HH:MM:SS): 11:22:08,67611,4.431518555,,0.16731463960089454,,703323431,2,(HH:MM:SS): 05:40:08,27301,3.920654297,,0.26330638224668845,,704982531,2,(HH:MM:SS): 11:22:08,54781,3.921386719,,0.26316876,,,0,00:00,0,,,,,705113131,2,(HH:MM:SS): 11:22:07,54421,4.908691406,,0.077653535,
31,2,2,20,178,"[4.0, 8.0]","[3.6, 7.2]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8653758829465186,0.0001,1000,288369,865107,704519632,1,(HH:MM:SS): 03:31:47,8811,9.286407470703125,9.286407470703125,704545332,2,(HH:MM:SS): 11:22:07,132901,7.405029297,,0.2025948333371673,,703323532,2,(HH:MM:SS): 05:40:06,59831,6.735107422,,0.27473488072508107,,704982632,2,(HH:MM:SS): 11:22:06,119821,6.735107422,,0.27473488072508107,,,0,00:00,0,,,,,705113232,1,(HH:MM:SS): 03:12:35,7601,9.037610054016113,9.037643432617188,0.026791567941846287,0.026787973591589794
32,2,2,20,73,"[4.0, 4.0]","[4.199999999999999, 1.4]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5808752025931927,0.0001,1000,49284,147852,702731233,1,(HH:MM:SS): 05:59:05,1,5.441711426,5.441711426,703145133,1,(HH:MM:SS): 05:59:05,1,5.393149137496948,5.393194198608398,0.008924084,0.008915803,703323633,1,(HH:MM:SS): 05:59:05,1,5.2704691886901855,5.2704691886901855,0.031468452,0.031468452,703428033,1,(HH:MM:SS): 05:59:04,1,5.2704691886901855,5.2704691886901855,0.031468452,0.031468452,,0,00:00,0,,,,,705113433,1,(HH:MM:SS): 02:59:16,721,5.377361297607422,5.377406358718872,0.011825347420841886,0.011817066733402874
33,2,2,20,62,"[4.0, 8.0]","[4.199999999999999, 2.8]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5828193832599118,0.0001,1000,35721,107163,702731334,1,(HH:MM:SS): 05:59:04,1,6.995167613,6.9951417446136475,703145234,1,(HH:MM:SS): 05:59:05,1,6.820084333,6.820137321949005,0.025029175753210408,0.025017995,703324034,1,(HH:MM:SS): 05:59:04,11,6.7579450607299805,6.757841587,0.033912347,0.033923567,703428234,1,(HH:MM:SS): 05:59:05,11,6.7579450607299805,6.757841587,0.033912347,0.033923567,,0,00:00,0,,,,,705113534,1,(HH:MM:SS): 02:59:15,1071,6.814459204673767,6.81445837,0.025833321,0.025829837478852497
34,2,2,20,235,"[4.0, 4.0]","[5.4, 1.8]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8618924889543446,0.0001,1000,501264,1503792,704519935,2,(HH:MM:SS): 11:22:08,37561,5.612548828,,704545635,2,(HH:MM:SS): 11:22:08,54361,5.217773438,,0.070337988,,703324135,2,(HH:MM:SS): 05:40:06,26621,3.862060547,,0.3118882944016704,,703428435,2,(HH:MM:SS): 05:40:08,26351,3.862060547,,0.3118882944016704,,,0,00:00,0,,,,,703533635,2,(HH:MM:SS): 05:40:06,27281,5.526123047,,0.015398668928618034,
35,2,2,20,201,"[4.0, 8.0]","[5.4, 3.6]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8637124381894258,0.0001,1000,367236,1101708,702731536,2,(HH:MM:SS): 05:40:06,30531,7.117919922,,703149436,2,(HH:MM:SS): 05:40:07,42231,6.397155762,,0.10126050420168067,,703324936,2,(HH:MM:SS): 05:40:08,42761,5.171386719,,0.27346938775510204,,703428536,2,(HH:MM:SS): 05:40:06,42901,5.171386719,,0.27346938775510204,,,0,00:00,0,,,,,703533736,2,(HH:MM:SS): 05:40:06,65681,6.217285156,,0.12653061224489795,
36,2,5,10,29,"[4.0, 4.0]","[3.4999999999999996, 10.5]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4744682540382698,0.0001,1000,32400,97200,702737337,1,(HH:MM:SS): 05:59:04,1,16.46560049057007,16.465561866760254,704545837,1,(HH:MM:SS): 02:59:11,641,14.992646500468254,14.99272495508194,0.089456439,0.089449539,703325037,1,(HH:MM:SS): 05:59:04,1,14.944305181503296,14.944305181503296,0.092392337,0.092390208,703428837,1,(HH:MM:SS): 05:59:05,1,14.944305181503296,14.944305181503296,0.092392337,0.092390208,,0,00:00,0,,,,,703533837,1,(HH:MM:SS): 05:59:04,1,14.589424788951874,14.58927270770073,0.11394517331406709,0.11395233118933348
37,2,5,10,25,"[4.0, 8.0]","[3.4999999999999996, 21.0]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5189698356801346,0.0001,1000,24336,73008,702737438,1,(HH:MM:SS): 05:59:05,1,30.924162447452545,30.924027025699615,703159938,1,(HH:MM:SS): 05:59:04,1,27.27461814880371,27.27448272705078,0.11801594642539703,0.1180164632379818,703325138,1,(HH:MM:SS): 05:59:04,11,27.976932287216187,27.976678371429443,0.095305092,0.095309342,704983338,1,(HH:MM:SS): 02:59:14,1261,27.976678371429443,27.976932287216187,0.095313303,0.095301131,,0,00:00,0,,,,,703533938,1,(HH:MM:SS): 05:59:04,1,29.388814091682434,29.388809859752655,0.049648826,0.049644801
38,2,5,10,99,"[4.0, 4.0]","[4.5, 13.5]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8398985033489323,0.0001,1000,360000,1080000,702737539,2,(HH:MM:SS): 05:40:06,43771,17.954635620117188,,704546039,2,(HH:MM:SS): 11:22:06,134851,14.260162353515625,,0.2057670979667283,,703325239,2,(HH:MM:SS): 05:40:07,55301,11.73522949,,0.34639556377079483,,703429439,2,(HH:MM:SS): 05:40:07,56101,11.73522949,,0.34639556377079483,,,0,00:00,0,,,,,705114139,2,(HH:MM:SS): 11:22:06,111941,9.309860229492188,,0.4814787430683919,
39,2,5,10,85,"[4.0, 8.0]","[4.5, 27.0]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8578355517166969,0.0001,1000,266256,798768,704520440,2,(HH:MM:SS): 11:22:07,130581,33.901336669921875,,703162840,2,(HH:MM:SS): 05:40:06,95931,25.388992309570312,,0.25109170305676853,,704828340,2,(HH:MM:SS): 11:22:06,164661,22.47399902,,0.3370763152422541,,704983540,2,(HH:MM:SS): 11:22:06,164641,22.47399902,,0.3370763152422541,,,0,00:00,0,,,,,703534140,2,(HH:MM:SS): 05:40:06,103361,31.84051513671875,,0.060788798780065156,
40,2,5,10,29,"[4.0, 4.0]","[7.0, 7.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4744682540382698,0.0001,1000,32400,97200,704520541,1,(HH:MM:SS): 02:59:09,411,16.772308349609375,16.772336959838867,703169641,1,(HH:MM:SS): 05:59:04,1,15.129942893981934,15.130019187927246,0.097921253,0.097918243,703327141,1,(HH:MM:SS): 05:59:04,1,15.050492286682129,15.050497055053711,0.10265826426732412,0.10265951065185958,704983641,1,(HH:MM:SS): 02:59:14,861,15.050497055053711,15.050492286682129,0.10265797996706666,0.10265979495163208,,0,00:00,0,,,,,703534241,1,(HH:MM:SS): 05:59:04,1,14.731296300888062,14.731221199035645,0.12168939457691573,0.1216953705193645
41,2,5,10,26,"[4.0, 8.0]","[7.0, 14.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.506148004,0.0001,1000,26244,78732,702737842,1,(HH:MM:SS): 05:59:04,1,27.23602294921875,27.23590087890625,703172242,1,(HH:MM:SS): 05:59:04,1,24.81036376953125,24.81036376953125,0.089060697,0.089056614,703327242,1,(HH:MM:SS): 05:59:05,1,23.729034423828125,23.729034423828125,0.12876287158111757,0.12875896672814427,703429742,1,(HH:MM:SS): 05:59:05,1,23.729034423828125,23.729034423828125,0.12876287158111757,0.12875896672814427,,0,00:00,0,,,,,703534342,1,(HH:MM:SS): 05:59:04,1,24.61501693725586,24.614959716796875,0.096233067,0.096231117
42,2,5,10,99,"[4.0, 4.0]","[9.0, 9.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8398985033489323,0.0001,1000,360000,1080000,704520743,2,(HH:MM:SS): 11:22:07,87911,18.06732177734375,,704546543,2,(HH:MM:SS): 11:22:07,124841,13.6541748,,0.24426127054372246,,704828643,2,(HH:MM:SS): 11:22:06,112031,12.30834961,,0.3187507389828218,,703429843,2,(HH:MM:SS): 05:40:06,55731,12.30834961,,0.3187507389828218,,,0,00:00,0,,,,,703534443,1,(HH:MM:SS): 05:59:05,1,12.160186767578125,12.160186767578125,0.32695133692549366,
43,2,5,10,88,"[4.0, 8.0]","[9.0, 18.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8531748800946327,0.0001,1000,285156,855468,704520844,2,(HH:MM:SS): 11:22:06,117691,29.22705078,,703177544,2,(HH:MM:SS): 05:40:07,79381,20.36700439453125,,0.3031454132348765,,704829544,2,(HH:MM:SS): 11:22:06,150471,19.96130371,,0.31702641295086625,,704983944,2,(HH:MM:SS): 11:22:07,150181,19.96130371,,0.31702641295086625,,,0,00:00,0,,,,,705114644,1,(HH:MM:SS): 03:09:06,5931,25.589237451553345,25.589492797851562,0.12446734215244248,
44,2,5,10,29,"[4.0, 4.0]","[10.5, 3.5]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4744682540382698,0.0001,1000,32400,97200,702738145,1,(HH:MM:SS): 05:59:04,1,16.46560049057007,16.465542554855347,704546745,1,(HH:MM:SS): 02:59:11,641,14.992723748087883,14.99272495508194,0.089451748,0.089448471,703328645,1,(HH:MM:SS): 05:59:04,1,14.883738219738007,14.88373339176178,0.096070731,0.096067843,703430645,1,(HH:MM:SS): 05:59:05,1,14.883738219738007,14.88373339176178,0.096070731,0.096067843,,0,00:00,0,,,,,703534645,1,(HH:MM:SS): 05:59:04,1,15.145858705043793,15.145894914865494,0.080151452,0.080146016
45,2,5,10,27,"[4.0, 8.0]","[10.5, 7.0]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4914472370989624,0.0001,1000,28224,84672,704521046,1,(HH:MM:SS): 02:59:09,481,21.77758479118347,21.777700185775757,703187246,1,(HH:MM:SS): 05:59:04,1,20.167123436927795,20.16700804233551,0.073950411,0.073960617,703328746,1,(HH:MM:SS): 05:59:05,1,19.079471707344055,19.079471707344055,0.12389404563042876,0.1238986878969923,704984146,1,(HH:MM:SS): 02:59:15,1181,19.079471707344055,19.079471707344055,0.12389404563042876,0.1238986878969923,,0,00:00,0,,,,,703534746,1,(HH:MM:SS): 05:59:04,1,19.237418055534363,19.23742166161537,0.11664134292235567,0.1166458580332364
46,2,5,10,99,"[4.0, 4.0]","[13.5, 4.5]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8398985033489323,0.0001,1000,360000,1080000,704521147,2,(HH:MM:SS): 11:22:07,86241,17.95397186279297,,703190047,2,(HH:MM:SS): 05:40:06,59961,14.260162353515625,,0.20573773522126512,,703329747,2,(HH:MM:SS): 05:40:06,55391,11.733901977539062,,0.3464453399386299,,703430847,2,(HH:MM:SS): 05:40:06,56091,11.732574462890625,,0.34651927982550185,,,0,00:00,0,,,,,703534847,2,(HH:MM:SS): 05:40:06,55901,15.258121490478516,,0.15015342526525935,
47,2,5,10,92,"[4.0, 8.0]","[13.5, 9.0]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.847358725,0.0001,1000,311364,934092,704521848,1,(HH:MM:SS): 03:06:09,2311,24.21557617,24.21557617,703192848,2,(HH:MM:SS): 05:40:06,72321,17.578384399414062,,0.2740877080665813,,704829948,2,(HH:MM:SS): 11:22:06,134661,15.43316650390625,,0.3626760563380282,,703430948,2,(HH:MM:SS): 05:40:06,67331,15.43316650390625,,0.3626760563380282,,,0,00:00,0,,,,,703535048,2,(HH:MM:SS): 05:40:06,86411,14.54949951171875,,0.3991677336747759,
48,2,5,15,34,"[4.0, 4.0]","[3.4999999999999996, 10.5]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4474633473975322,0.0001,1000,44100,132300,702745149,1,(HH:MM:SS): 05:59:04,1,16.071510314941406,16.071462631225586,703200349,1,(HH:MM:SS): 05:59:04,1,15.244138240814209,15.24418294429779,0.051480667212589454,0.051475071,704830049,1,(HH:MM:SS): 02:59:16,801,14.80722427368164,14.80722427368164,0.078666287,0.078663553,703431049,1,(HH:MM:SS): 05:59:04,1,14.80722427368164,14.80722427368164,0.078666287,0.078663553,,0,00:00,0,,,,,703535149,1,(HH:MM:SS): 05:59:05,1,14.586539566516876,14.586541056632996,0.09239771,0.092394924
49,2,5,15,28,"[4.0, 8.0]","[3.4999999999999996, 21.0]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4860627487542881,0.0001,1000,30276,90828,702745250,1,(HH:MM:SS): 05:59:05,1,30.199815034866333,30.19974708557129,704547450,1,(HH:MM:SS): 02:59:12,801,27.310977935791016,27.31090545654297,0.095657443,0.095657809,703330650,1,(HH:MM:SS): 05:59:04,1,27.35621404647827,27.356204986572266,0.09415955,0.094157812,703431150,1,(HH:MM:SS): 05:59:05,1,27.35621404647827,27.356204986572266,0.09415955,0.094157812,,0,00:00,0,,,,,703535250,1,(HH:MM:SS): 05:59:05,1,28.21158015727997,28.211650371551514,0.065835995,0.065831568
50,2,5,15,116,"[4.0, 4.0]","[4.5, 13.5]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.825919328,0.0001,1000,492804,1478412,702745351,2,(HH:MM:SS): 05:40:08,28521,17.991256713867188,,704547551,2,(HH:MM:SS): 11:22:06,97441,15.253067016601562,,0.15219557704132478,,704830251,2,(HH:MM:SS): 11:22:07,74001,13.16223145,,0.26840955834022434,,704984651,2,(HH:MM:SS): 11:22:07,74821,13.16223145,,0.26840955834022434,,,0,00:00,0,,,,,703535351,2,(HH:MM:SS): 05:40:06,36741,11.25640869140625,,0.37434005470389925,
51,2,5,15,94,"[4.0, 8.0]","[4.5, 27.0]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8450860111127163,0.0001,1000,324900,974700,704522252,2,(HH:MM:SS): 11:22:06,99711,33.67723083496094,,703209252,2,(HH:MM:SS): 05:40:06,78891,27.242828369140625,,0.19106091285690402,,704830352,2,(HH:MM:SS): 11:22:06,127841,25.54742431640625,,0.24140365217068233,,704984752,2,(HH:MM:SS): 11:22:06,127321,25.54742431640625,,0.24140365217068233,,,0,00:00,0,,,,,703535452,2,(HH:MM:SS): 05:40:06,83431,32.10694885253906,,0.046627408,
52,2,5,15,34,"[4.0, 4.0]","[7.0, 7.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4474633473975322,0.0001,1000,44100,132300,702745553,1,(HH:MM:SS): 05:59:04,1,16.314131021499634,16.31408929824829,704547753,1,(HH:MM:SS): 02:59:14,701,14.883257448673248,14.883211255073547,0.087707618,0.087708116,704830453,1,(HH:MM:SS): 02:59:16,761,14.842581748962402,14.842581748962402,0.090200898,0.090198571,703431453,1,(HH:MM:SS): 05:59:04,1,14.842581748962402,14.842581748962402,0.090200898,0.090198571,,0,00:00,0,,,,,703535753,1,(HH:MM:SS): 05:59:04,1,14.645412564277649,14.645388722419739,0.10228668968165441,0.10228585520907546
53,2,5,15,29,"[4.0, 8.0]","[7.0, 14.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4744682540382698,0.0001,1000,32400,97200,702751954,1,(HH:MM:SS): 05:59:05,1,26.21045470237732,26.210463047027588,703221754,1,(HH:MM:SS): 05:59:05,1,24.55989122390747,24.559974670410156,0.062973477,0.062970592,703331454,1,(HH:MM:SS): 05:59:05,1,23.106236457824707,23.10622811317444,0.11843435300155461,0.11843495203741496,703431554,1,(HH:MM:SS): 05:59:05,1,23.106236457824707,23.10622811317444,0.11843435300155461,0.11843495203741496,,0,00:00,0,,,,,705115654,1,(HH:MM:SS): 02:59:12,741,23.72584342956543,23.72581422328949,0.094794665,0.094796067
54,2,5,15,116,"[4.0, 4.0]","[9.0, 9.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.825919328,0.0001,1000,492804,1478412,704522555,2,(HH:MM:SS): 11:22:07,56961,18.080902099609375,,704548255,2,(HH:MM:SS): 11:22:07,84571,14.23797607421875,,0.21254061352799697,,703331555,2,(HH:MM:SS): 05:40:06,36981,13.63830566,,0.24570656989746403,,704985155,2,(HH:MM:SS): 11:22:07,74761,13.63983154296875,,0.24562217815097684,,,0,00:00,0,,,,,705115755,2,(HH:MM:SS): 11:22:08,74931,12.198257446289062,,0.32535128064475294,
55,2,5,15,99,"[4.0, 8.0]","[9.0, 18.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8398985033489325,0.0001,1000,360000,1080000,702752156,2,(HH:MM:SS): 05:40:06,43521,29.008522033691406,,703226256,2,(HH:MM:SS): 05:40:06,60221,22.47443389892578,,0.22524719208985314,,703331656,2,(HH:MM:SS): 05:40:07,55881,22.133026123046875,,0.2370164154747048,,703431756,2,(HH:MM:SS): 05:40:06,55611,22.133026123046875,,0.2370164154747048,,,0,00:00,0,,,,,703536056,1,(HH:MM:SS): 05:59:07,21,24.17172622680664,24.17172622680664,0.16673706441393876,
56,2,5,15,34,"[4.0, 4.0]","[10.5, 3.5]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4474633473975322,0.0001,1000,44100,132300,704522757,1,(HH:MM:SS): 02:59:11,371,16.071438789367676,16.071462631225586,703234057,1,(HH:MM:SS): 05:59:04,1,15.24413675069809,15.24418294429779,0.051476539,0.051475071,703331757,1,(HH:MM:SS): 05:59:04,1,14.772975444793701,14.772975444793701,0.080793223,0.080794587,703439757,1,(HH:MM:SS): 05:59:04,1,14.772975444793701,14.772975444793701,0.080793223,0.080794587,,0,00:00,0,,,,,705115957,1,(HH:MM:SS): 02:59:12,551,14.882504940032959,14.882460236549377,0.073978059,0.073982214
57,2,5,15,31,"[4.0, 8.0]","[10.5, 7.0]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4616515209041428,0.0001,1000,36864,110592,704522858,1,(HH:MM:SS): 02:59:10,441,21.000211536884308,21.00018024,704548558,1,(HH:MM:SS): 02:59:14,771,19.94511604309082,19.945132732391357,0.050242136,0.050239927,703333158,1,(HH:MM:SS): 05:59:05,1,18.79045009613037,18.790466785430908,0.10522567531630625,0.10522354728832983,703439858,1,(HH:MM:SS): 05:59:04,1,18.79045009613037,18.790466785430908,0.10522567531630625,0.10522354728832983,,0,00:00,0,,,,,703536458,1,(HH:MM:SS): 05:59:04,1,18.90662431716919,18.906553387641907,0.099693625,0.099695661
58,2,5,15,116,"[4.0, 4.0]","[13.5, 4.5]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.825919328,0.0001,1000,492804,1478412,704522959,2,(HH:MM:SS): 11:22:06,56621,17.99163818359375,,704548659,2,(HH:MM:SS): 11:22:08,74681,15.253829956054688,,0.1521711474853702,,703333259,2,(HH:MM:SS): 05:40:06,36751,13.15612793,,0.26876431176320925,,704985559,2,(HH:MM:SS): 11:22:06,74481,13.15612793,,0.26876431176320925,,,0,00:00,0,,,,,705116159,2,(HH:MM:SS): 11:22:08,74681,15.698623657226562,,0.127448902,
59,2,5,15,106,"[4.0, 8.0]","[13.5, 9.0]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8336335688535107,0.0001,1000,412164,1236492,702752560,1,(HH:MM:SS): 05:59:08,11,23.84246826171875,23.84246826171875,704548760,2,(HH:MM:SS): 11:22:06,102101,19.10003662109375,,0.19890690798315563,,704831660,2,(HH:MM:SS): 11:22:06,94331,17.206268310546875,,0.27833527461696983,,703440360,2,(HH:MM:SS): 05:40:06,47081,17.206268310546875,,0.27833527461696983,,,0,00:00,0,,,,,703536660,2,(HH:MM:SS): 05:40:06,63071,15.868453979492188,,0.33444583818654244,
60,2,5,20,39,"[4.0, 4.0]","[3.4999999999999996, 10.5]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4317769512630918,0.0001,1000,57600,172800,702752661,1,(HH:MM:SS): 05:59:04,1,15.822408199310303,15.822433233261108,703237761,1,(HH:MM:SS): 05:59:05,1,14.994310140609741,14.994365572929382,0.052337043025894016,0.052335038999627735,703333461,1,(HH:MM:SS): 05:59:04,1,14.669079780578613,14.669079780578613,0.072892091,0.072893558,703440461,1,(HH:MM:SS): 05:59:04,1,14.669079780578613,14.669079780578613,0.072892091,0.072893558,,0,00:00,0,,,,,703536761,1,(HH:MM:SS): 05:59:04,1,14.513095021247864,14.513068199157715,0.082750562,0.082753709
61,2,5,20,30,"[4.0, 8.0]","[3.4999999999999996, 21.0]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4649785217469997,0.0001,1000,34596,103788,704523262,1,(HH:MM:SS): 02:59:09,401,29.707923352718353,29.707875072956085,703238462,1,(HH:MM:SS): 05:59:05,1,27.20278787612915,27.202807188034058,0.0843255,0.084323361,703333762,1,(HH:MM:SS): 05:59:04,1,26.84739089012146,26.84739089012146,0.096288537,0.096287068,704985862,1,(HH:MM:SS): 02:59:14,831,26.84739089012146,26.84739089012146,0.096288537,0.096287068,,0,00:00,0,,,,,703536862,1,(HH:MM:SS): 05:59:04,1,27.440358102321625,27.440406382083893,0.076328635,0.076325509
62,2,5,20,132,"[4.0, 4.0]","[4.5, 13.5]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8161928796403294,0.0001,1000,636804,1910412,704523363,2,(HH:MM:SS): 11:22:10,38291,17.943878173828125,,704549063,2,(HH:MM:SS): 11:22:07,70551,15.908660888671875,,0.11342126074644761,,703333863,2,(HH:MM:SS): 05:40:09,25541,13.93432617,,0.22344957779535193,,704986063,2,(HH:MM:SS): 11:22:06,51421,13.93432617,,0.22344957779535193,,,0,00:00,0,,,,,703536963,1,(HH:MM:SS): 05:40:06,26551,12.41821289,,0.3079415291206408,
63,2,5,20,104,"[4.0, 8.0]","[4.5, 27.0]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8353186087841584,0.0001,1000,396900,1190700,702759864,2,(HH:MM:SS): 05:40:06,38301,33.40425109863281,,704549164,2,(HH:MM:SS): 11:22:06,122831,28.634490966796875,,0.14278901561816953,,704832264,2,(HH:MM:SS): 11:22:06,99391,27.16094970703125,,0.18690140285339585,,704986164,2,(HH:MM:SS): 11:22:07,98971,27.16094970703125,,0.18690140285339585,,,0,00:00,0,,,,,705116664,2,(HH:MM:SS): 11:22:06,130481,32.060142517089844,,0.040237650518618606,
64,2,5,20,39,"[4.0, 4.0]","[7.0, 7.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4317769512630918,0.0001,1000,57600,172800,702759965,1,(HH:MM:SS): 05:59:04,1,15.952162742614746,15.952244997024536,703283465,1,(HH:MM:SS): 05:59:04,1,14.708397388458252,14.70845639705658,0.077968447,0.077969502,703334065,1,(HH:MM:SS): 05:59:05,11,14.679107666015625,14.678893089294434,0.079804544,0.07982274,704986265,1,(HH:MM:SS): 02:59:16,621,14.678893089294434,14.679107666015625,0.079817995,0.079809289,,0,00:00,0,,,,,703537265,1,(HH:MM:SS): 05:59:04,1,14.535107016563416,14.535081088542938,0.088831574,0.088837898
65,2,5,20,32,"[4.0, 8.0]","[7.0, 14.0]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4547378493417362,0.0001,1000,39204,117612,702760066,1,(HH:MM:SS): 05:59:04,1,25.410151481628418,25.41020393371582,704549366,1,(HH:MM:SS): 02:59:14,731,24.076719284057617,24.076709747314453,0.052476357668897584,0.052478689,703334166,1,(HH:MM:SS): 05:59:05,1,22.683238983154297,22.683258056640625,0.1073158694250872,0.1073169614926591,703440966,1,(HH:MM:SS): 05:59:04,1,22.683238983154297,22.683258056640625,0.1073158694250872,0.1073169614926591,,0,00:00,0,,,,,703537366,1,(HH:MM:SS): 05:59:04,1,23.149993419647217,23.15002202987671,0.088947052,0.088947807
66,2,5,20,132,"[4.0, 4.0]","[9.0, 9.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8161928796403294,0.0001,1000,636804,1910412,702760167,2,(HH:MM:SS): 05:40:08,19021,18.016204833984375,,703283867,2,(HH:MM:SS): 05:40:08,30051,14.77661133,,0.1798155347206342,,703335367,2,(HH:MM:SS): 05:40:09,25821,14.32617188,,0.2048174403536855,,703441067,2,(HH:MM:SS): 05:40:09,25961,14.32617188,,0.2048174403536855,,,0,00:00,0,,,,,703537467,2,(HH:MM:SS): 05:40:08,26561,12.790374755859375,,0.2900627588484895,
67,2,5,20,110,"[4.0, 8.0]","[9.0, 18.0]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8299871244348449,0.0001,1000,443556,1330668,702760268,1,(HH:MM:SS): 05:59:11,21,28.77929688,28.77929688,703284168,2,(HH:MM:SS): 05:40:07,46111,23.6126709,,0.17952578893790294,,704832668,2,(HH:MM:SS): 11:22:07,85651,23.22265625,,0.19307770614183917,,703441368,2,(HH:MM:SS): 05:40:07,42181,23.22021484,,0.19316253817441467,,,0,00:00,0,,,,,703537568,1,(HH:MM:SS): 05:59:06,11,23.846750259399414,23.84676456451416,0.17139218643959958,0.1713916893769087
