Unnamed: 0,J,S,D,size,size_i,gamma,e,t,c,r,P,lab,mu,load,target_prob,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g,opt_gap
78,2,10,83,853776,2561328,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.5833333333333333, 1.7499999999999998]","[0.3333333333333333, 0.3333333333333333]",0.7,0.2341700703816361,3381300_9,1,(HH:MM:SS): 06:07:09,1639.0,2.198282877604167,3910265_41,9,15:00:00,,,
79,2,10,61,465124,1395372,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.5833333333333333, 2.625]","[0.3333333333333333, 0.5]",0.7,0.2389274613087233,3910169_40,8,15:00:00,,,3910266_42,9,15:00:00,,,
80,2,10,48,290521,871563,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.5833333333333333, 3.4999999999999996]","[0.3333333333333333, 0.6666666666666666]",0.7,0.2436867330215507,3910170_41,8,15:00:00,,,3910267_43,8,15:00:00,,,
81,2,10,138,2337841,7013523,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.6666666666666666, 2.0]","[0.3333333333333333, 0.3333333333333333]",0.8,0.4329077381846541,3910171_42,8,15:00:00,,,3910268_44,8,15:00:00,,,
82,2,10,101,1258884,3776652,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.6666666666666666, 3.0]","[0.3333333333333333, 0.5]",0.8,0.4412339585998745,3910172_43,8,15:00:00,,,3910269_45,8,15:00:00,,,
83,2,10,80,793881,2381643,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.6666666666666666, 4.0]","[0.3333333333333333, 0.6666666666666666]",0.8,0.4492482085093014,3910173_44,6,15:00:00,,,3910270_46,8,15:00:00,,,
84,2,10,34,148225,444675,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.8333333333333333, 0.8333333333333333]","[0.3333333333333333, 0.3333333333333333]",0.5,0.0363243371736741,3472662_45,1,(MM:SS): 10:38,631.0,1.6945168375968935,3391914_85,1,(MM:SS): 04:23,545.0,1.6573925813039143,0.0219084611431938
85,2,10,27,94864,284592,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.8333333333333333, 1.25]","[0.3333333333333333, 0.5]",0.5,0.0364675565657167,3472663_46,1,(MM:SS): 05:24,611.0,2.1454137563705444,3391915_86,1,(MM:SS): 02:33,542.0,2.07570880651474,0.0324902129711922
86,2,10,23,69696,209088,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.8333333333333333, 1.6666666666666665]","[0.3333333333333333, 0.6666666666666666]",0.5,0.0366370882690403,3472664_47,1,(MM:SS): 03:17,581.0,2.605482041835785,3391916_87,1,(MM:SS): 01:40,513.0,2.4939350287119546,0.0428124283079824
87,2,10,54,366025,1098075,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.9999999999999999, 0.9999999999999999]","[0.3333333333333333, 0.3333333333333333]",0.6,0.1050375978272656,3472665_48,1,(MM:SS): 58:55,921.0,1.9870599110921223,3391917_88,1,(MM:SS): 35:18,932.0,1.9542170067628224,0.0165283915930089
88,2,10,43,234256,702768,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.9999999999999999, 1.5]","[0.3333333333333333, 0.5]",0.6,0.1061141675677602,3472666_49,1,(MM:SS): 28:31,861.0,2.5292927026748657,3391918_89,1,(MM:SS): 19:07,877.0,2.456260323524475,0.0288746253342505
89,2,10,36,165649,496947,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[0.9999999999999999, 1.9999999999999998]","[0.3333333333333333, 0.6666666666666666]",0.6,0.1072307042752271,3472667_50,1,(MM:SS): 17:05,861.0,3.0864338080088296,3391919_90,1,(MM:SS): 11:04,810.0,2.956719795862833,0.0420271485522897
90,2,10,83,853776,2561328,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.1666666666666665, 1.1666666666666665]","[0.3333333333333333, 0.3333333333333333]",0.7,0.2341700703816361,3910174_45,6,15:00:00,,,3910271_47,8,15:00:00,,,
91,2,10,67,559504,1678512,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.1666666666666665, 1.75]","[0.3333333333333333, 0.5]",0.7,0.2373402935205802,3472669_52,1,(HH:MM:SS): 02:36:00,1301.0,2.820858955383301,3910272_48,8,15:00:00,,,
92,2,10,56,393129,1179387,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.1666666666666665, 2.333333333333333]","[0.3333333333333333, 0.6666666666666666]",0.7,0.2405147806773423,3472670_53,1,(HH:MM:SS): 01:24:27,1191.0,3.465688625971476,3910273_49,8,15:00:00,,,
93,2,10,138,2337841,7013523,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.3333333333333333, 1.3333333333333333]","[0.3333333333333333, 0.3333333333333333]",0.8,0.4329077381846541,3910175_46,6,15:00:00,,,3910223_50,8,15:00:00,,,
94,2,10,111,1517824,4553472,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.3333333333333333, 2.0]","[0.3333333333333333, 0.5]",0.8,0.4384934624301448,3910176_47,6,15:00:00,,,3797302_51,6,17:00:00,,,
95,2,10,93,1069156,3207468,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.3333333333333333, 2.6666666666666665]","[0.3333333333333333, 0.6666666666666666]",0.8,0.4439397582033993,3910177_48,6,15:00:00,,,3797318_52,6,17:00:00,,,
96,2,10,34,148225,444675,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.25, 0.41666666666666663]","[0.3333333333333333, 0.3333333333333333]",0.5,0.0363243371736741,3472674_57,1,(MM:SS): 11:10,661.0,1.6900954147179923,3392168_97,1,(MM:SS): 04:12,501.0,1.6569515069325766,0.0196106725672325
97,2,10,30,116281,348843,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.25, 0.625]","[0.3333333333333333, 0.5]",0.5,0.036392430924154,3472829_58,1,(MM:SS): 07:44,651.0,1.915796622633934,3392169_98,1,(MM:SS): 03:20,520.0,1.866208016872406,0.0258840657592093
98,2,10,27,94864,284592,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.25, 0.8333333333333333]","[0.3333333333333333, 0.6666666666666666]",0.5,0.0364675565657167,3472830_59,1,(MM:SS): 07:23,651.0,2.143474221229553,3392170_99,1,(MM:SS): 03:05,478.0,2.074711720148722,0.0320799291168461
99,2,10,54,366025,1098075,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.4999999999999998, 0.49999999999999994]","[0.3333333333333333, 0.3333333333333333]",0.6,0.1050375978272656,3472831_60,1,(HH:MM:SS): 01:14:27,941.0,1.9800234586000445,3392171_100,1,(MM:SS): 28:43,883.0,1.952884594599406,0.0137063345804128
100,2,10,48,290521,871563,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.4999999999999998, 0.75]","[0.3333333333333333, 0.5]",0.6,0.1055704675020702,3472832_61,1,(MM:SS): 41:49,921.0,2.2493985295295715,3392186_101,1,(MM:SS): 21:13,877.0,2.203901410102844,0.0202263488792458
101,2,10,43,234256,702768,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.4999999999999998, 0.9999999999999999]","[0.3333333333333333, 0.6666666666666666]",0.6,0.1061141675677602,3472833_62,1,(MM:SS): 30:32,921.0,2.525043487548828,3392187_102,1,(MM:SS): 15:02,839.0,2.4518509705861407,0.0289866361999724
102,2,10,83,853776,2561328,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.7499999999999998, 0.5833333333333333]","[0.3333333333333333, 0.3333333333333333]",0.7,0.2341700703816361,3910178_49,6,15:00:00,,,3797319_53,6,17:00:00,,,
103,2,10,74,680625,2041875,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.7499999999999998, 0.875]","[0.3333333333333333, 0.5]",0.7,0.2357541677474195,3472835_64,1,(HH:MM:SS): 03:57:10,1481.0,2.500157356262207,3797330_54,6,17:00:00,,,
104,2,10,67,559504,1678512,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[1.7499999999999998, 1.1666666666666665]","[0.3333333333333333, 0.6666666666666666]",0.7,0.2373402935205802,3472836_65,1,(HH:MM:SS): 02:50:01,1421.0,2.8160826365153,3797331_55,7,17:00:00,,,
105,2,10,138,2337841,7013523,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[2.0, 0.6666666666666666]","[0.3333333333333333, 0.3333333333333333]",0.8,0.4329077381846541,3910125_50,6,15:00:00,,,3797332_56,7,17:00:00,,,
106,2,10,123,1860496,5581488,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[2.0, 1.0]","[0.3333333333333333, 0.5]",0.8,0.4357180945878628,3797399_51,4,17:00:00,,,3797333_57,7,17:00:00,,,
107,2,10,111,1517824,4553472,15,1e-05,"[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",1000.0,"[2.0, 1.3333333333333333]","[0.3333333333333333, 0.6666666666666666]",0.8,0.4384934624301448,3797191_52,4,17:00:00,,,3797173_58,7,17:00:00,,,
