Unnamed: 0,J,S,gamma,D,mu,lab,load,imbalance,t,c,r,t_prob,e,P,size,size_i,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g_tmp,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g_tmp,ospi_g,ospi_opt_gap_tmp,ospi_opt_gap,sdf_job_id,sdf_attempts,sdf_time,sdf_iter,sdf_g_tmp,sdf_g,sdf_opt_gap_tmp,sdf_opt_gap,fcfs_job_id,fcfs_attempts,fcfs_time,fcfs_iter,fcfs_g_tmp,fcfs_g,fcfs_opt_gap_tmp,fcfs_opt_gap,pi_job_id,pi_attempts,pi_time,pi_iter,pi_g_tmp,pi_g,pi_opt_gap_tmp,pi_opt_gap,cmu_t_min_job_id,cmu_t_min_attempts,cmu_t_min_time,cmu_t_min_iter,cmu_t_min_g_tmp,cmu_t_min_g,cmu_t_min_opt_gap_tmp,cmu_t_min_opt_gap
13,2,2,20,55,"[6.0, 6.0]","[4.199999999999999, 4.199999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5848858685357073,0.0001,1000,28224,84672,700925514,1,(HH:MM:SS): 02:59:11,631,8.710546493530273,8.710546493530273,700951614,1,(HH:MM:SS): 02:59:12,871,8.53852129,8.53852129,0.019749071273317268,0.019749071273317268,700965114,1,(HH:MM:SS): 02:59:14,1051,8.467182219028473,8.467182219028473,0.027939036280049533,0.027939036280049533,700983314,1,(HH:MM:SS): 02:59:14,1051,8.467182219028473,8.467182219028473,0.027939036280049533,0.027939036280049533,763749514.0,1,(HH:MM:SS): 11:59:17,11,8.713150024414062,,0.00029889409186011756,,702625014,1,(HH:MM:SS): 02:59:11,711,8.325989484786987,8.325989484786987,0.04414843649923853,0.04414843649923853
14,2,2,20,67,"[3.0, 6.0]","[2.0999999999999996, 4.199999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5818278419907882,0.0001,1000,41616,124848,700925615,1,(HH:MM:SS): 02:59:19,841,6.289285629987717,6.289285629987717,700951815,1,(HH:MM:SS): 02:59:15,841,6.008490949869156,6.008490949869156,0.04464651418910182,0.04464651418910182,700965215,1,(HH:MM:SS): 02:59:23,1351,5.9786743223667145,5.9786743223667145,0.049387374957179174,0.049387374957179174,700983415,1,(HH:MM:SS): 02:59:23,1351,5.9786743223667145,5.9786743223667145,0.049387374957179174,0.049387374957179174,763749615.0,1,(HH:MM:SS): 11:59:33,7,6.291010856628418,6.291010856628418,0.0002743120192339974,0.0002743120192339974,702625115,1,(HH:MM:SS): 02:59:14,831,6.186262130737305,6.186262130737305,0.01638079510321321,0.01638079510321321
15,2,2,20,43,"[6.0, 12.0]","[4.199999999999999, 8.399999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5913528318941824,0.0001,1000,17424,52272,700925716,1,(HH:MM:SS): 02:59:08,591,13.937646865844728,13.937646865844728,700951916,1,(HH:MM:SS): 02:59:08,781,13.19011116027832,13.19011116027832,0.05363428366077358,0.05363428366077358,700965316,1,(HH:MM:SS): 02:59:09,961,13.243729591369627,13.243729591369627,0.049787261878158115,0.049787261878158115,700983516,1,(HH:MM:SS): 02:59:09,961,13.243729591369627,13.243729591369627,0.049787261878158115,0.049787261878158115,763749716.0,1,(HH:MM:SS): 11:59:12,5,13.94333267211914,13.94333267211914,0.00040794592725302794,0.00040794592725302794,702625216,1,(HH:MM:SS): 02:59:07,621,13.416568756103516,13.416568756103516,0.03738637624821407,0.03738637624821407
16,2,2,20,141,"[3.0, 3.0]","[2.4000000000000004, 2.4000000000000004]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7184627066176041,0.0001,1000,181476,544428,700925817,1,(HH:MM:SS): 03:03:33,2321,4.025387555360794,4.025387555360794,700952017,1,(HH:MM:SS): 03:02:04,2451,3.8371353149414062,3.8371353149414062,0.046766239978231074,0.046766239978231074,700965417,1,(HH:MM:SS): 03:04:57,4071,3.585151672363281,3.585151672363281,0.10936484423996165,0.10936484423996165,700983617,1,(HH:MM:SS): 03:04:59,4071,3.585151672363281,3.585151672363281,0.10936484423996165,0.10936484423996165,763749817.0,1,(HH:MM:SS): 12:06:04,11,4.029179483652115,,0.000942003282707752,,702625317,1,(HH:MM:SS): 03:02:22,2281,3.889420673251152,3.889420673251152,0.0337773395082341,0.0337773395082341
17,2,2,20,86,"[6.0, 6.0]","[4.800000000000001, 4.800000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7257786613651428,0.0001,1000,68121,204363,700925918,1,(HH:MM:SS): 02:59:55,1621,9.252398610115051,9.252398610115051,700952118,1,(HH:MM:SS): 02:59:40,1571,9.015115439891815,9.015115439891815,0.025645584482690758,0.025645584482690758,700965518,1,(HH:MM:SS): 03:00:17,2931,8.776031494140625,8.776031494140625,0.05148579693201337,0.05148579693201337,700983718,1,(HH:MM:SS): 03:00:17,2931,8.776031494140625,8.776031494140625,0.05148579693201337,0.05148579693201337,763749918.0,1,(HH:MM:SS): 12:00:44,11,9.256768822669985,,0.0004723329310688955,,702625418,1,(HH:MM:SS): 02:59:50,1841,8.649769545,8.649769545,0.06513219874209007,0.06513219874209007
18,2,2,20,104,"[3.0, 6.0]","[2.4000000000000004, 4.800000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7222002586816996,0.0001,1000,99225,297675,700926019,1,(HH:MM:SS): 03:00:46,1991,6.741028070449829,6.741028070449829,700952219,1,(HH:MM:SS): 03:00:15,1911,6.075182020664215,6.075182020664215,0.09877514866084545,0.09877514866084545,700965619,1,(HH:MM:SS): 03:01:22,3481,5.934860229492188,5.934860229492188,0.1195912303779867,0.1195912303779867,700983819,1,(HH:MM:SS): 03:01:23,3481,5.934860229492188,5.934860229492188,0.1195912303779867,0.1195912303779867,763750019.0,1,(HH:MM:SS): 12:04:51,11,6.744831085205078,,0.0005641594598782391,,702625519,1,(HH:MM:SS): 03:00:03,1931,6.640033543109894,6.640033543109894,0.01498206598228806,0.01498206598228806
19,2,2,20,68,"[6.0, 12.0]","[4.800000000000001, 9.600000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7322998855162601,0.0001,1000,42849,128547,700926120,1,(HH:MM:SS): 02:59:34,1721,15.08196258544922,15.08196258544922,700952320,1,(HH:MM:SS): 02:59:27,1721,14.10055160522461,14.10055160522461,0.06507183495942744,0.06507183495942744,700965720,1,(HH:MM:SS): 02:59:44,2791,14.0802002,14.0802002,0.06642122202422786,0.06642122202422786,700983920,1,(HH:MM:SS): 02:59:44,2791,14.0802002,14.0802002,0.06642122202422786,0.06642122202422786,763750120.0,1,(HH:MM:SS): 12:00:44,11,15.0869140625,,0.0003283045573628833,,702625620,1,(HH:MM:SS): 02:59:26,1841,14.541893005371094,14.541893005371094,0.0358089722752114,0.0358089722752114
20,2,2,20,291,"[3.0, 3.0]","[2.7, 2.7]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8598962687009234,0.0001,1000,767376,2302128,76448943,2,(HH:MM:SS): 45:34:12,93752,3.6781539916992188,,76456304,2,(HH:MM:SS): 45:34:08,161932,2.98028564453125,,0.18973331425027432,,76457385,2,(HH:MM:SS): 45:34:09,128892,2.5672149658203125,,0.30203711654978294,,76458485,2,(HH:MM:SS): 45:34:07,127352,2.5672149658203125,,0.30203711654978294,,763750721.0,1,(HH:MM:SS): 22:46:24,11,10.841761827468872,,1.9476095486856544,,702625721,1,(HH:MM:SS): 05:40:06,14861,3.525665283203125,,0.041457945708697104,
21,2,2,20,178,"[6.0, 6.0]","[5.4, 5.4]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8653758829465186,0.0001,1000,288369,865107,700926322,1,(HH:MM:SS): 03:21:51,6141,8.965469360351562,8.965469360351562,76456315,2,(HH:MM:SS): 45:34:07,633542,7.6441650390625,,0.14737703829900214,,76457396,2,(HH:MM:SS): 45:34:06,541022,7.02288818359375,,0.2166736730313959,,76458496,2,(HH:MM:SS): 45:34:07,539972,7.0220947265625,,0.2167621744806071,,763750822.0,1,(HH:MM:SS): 22:46:10,11,26.043045043945312,,1.9048166913733213,,702631822,1,(HH:MM:SS): 03:22:55,8811,7.618576049804687,7.618576049804687,0.15023121003606443,0.15023121003606443
22,2,2,20,216,"[3.0, 6.0]","[2.7, 5.4]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8628232126259159,0.0001,1000,423801,1271403,700926423,1,(HH:MM:SS): 03:59:29,9241,6.634689331054688,6.634689331054688,700952623,1,(HH:MM:SS): 03:29:21,7241,5.093200684,5.093200684,0.23233772828510788,0.23233772828510788,76457407,2,(HH:MM:SS): 45:34:07,314012,4.4544677734375,,0.3286094418034503,,76458507,2,(HH:MM:SS): 45:34:06,313872,4.4544677734375,,0.3286094418034503,,763750923.0,1,(HH:MM:SS): 22:46:13,11,150.88934326171875,,21.742488115526054,,702631923,1,(HH:MM:SS): 03:23:14,8041,6.550793647766113,6.550793647766113,0.01264500553113895,0.01264500553113895
23,2,2,20,141,"[6.0, 12.0]","[5.4, 10.8]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8695929007501007,0.0001,1000,181476,544428,700926524,1,(HH:MM:SS): 03:12:52,7211,15.0168457,15.0168457,700952724,1,(HH:MM:SS): 03:15:25,12451,12.4765625,12.4765625,0.16916223624778934,0.16916223624778934,76457418,2,(HH:MM:SS): 45:34:06,1010452,11.8203125,,0.21286315807320305,,76458518,2,(HH:MM:SS): 45:34:06,1014322,11.8203125,,0.21286315807320305,,763751024.0,1,(HH:MM:SS): 12:51:43,11,15.01953125,,0.00017883582568879313,,702632024,1,(HH:MM:SS): 03:07:04,7861,13.969815254211426,13.969815254211426,0.06972372672035736,0.06972372672035736
24,2,2,20,90,"[3.0, 3.0]","[3.1499999999999995, 1.0499999999999998]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5791301048620808,0.0001,1000,74529,223587,700926625,1,(HH:MM:SS): 02:59:40,1011,3.8979843854904175,3.8979843854904175,700952825,1,(HH:MM:SS): 02:59:31,951,3.862826108932495,3.862826108932495,0.00901960425721382,0.00901960425721382,700966425,1,(HH:MM:SS): 02:59:49,1581,3.729018747806549,3.729018747806549,0.04334692522443502,0.04334692522443502,700984625,1,(HH:MM:SS): 02:59:48,1581,3.729018747806549,3.729018747806549,0.04334692522443502,0.04334692522443502,763751125.0,1,(HH:MM:SS): 12:00:02,8,3.901535034179688,3.901535034179688,0.000910893512679822,0.000910893512679822,702632125,1,(HH:MM:SS): 02:59:29,881,3.866268798708916,3.866268798708916,0.008136406831068178,0.008136406831068178
25,2,2,20,55,"[6.0, 6.0]","[6.299999999999999, 2.0999999999999996]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5848858685357073,0.0001,1000,28224,84672,700926726,1,(HH:MM:SS): 02:59:11,601,8.688280106,8.688280106,700952926,1,(HH:MM:SS): 02:59:11,741,8.53041935,8.53041935,0.018169390727974282,0.018169390727974282,700966526,1,(HH:MM:SS): 02:59:14,1071,8.436137437820435,8.436137437820435,0.02902101049958552,0.02902101049958552,700984726,1,(HH:MM:SS): 02:59:14,1071,8.436137437820435,8.436137437820435,0.02902101049958552,0.02902101049958552,763751226.0,1,(HH:MM:SS): 11:59:17,6,8.69226598739624,8.69226598739624,0.0004587652961933265,0.0004587652961933265,702632226,1,(HH:MM:SS): 02:59:09,531,8.475803315639496,8.475803315639496,0.024455564020521313,0.024455564020521313
26,2,2,20,76,"[3.0, 6.0]","[3.1499999999999995, 2.0999999999999996]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5804166327988017,0.0001,1000,53361,160083,700929527,1,(HH:MM:SS): 02:59:31,1171,5.002027512,5.002027512,700953027,1,(HH:MM:SS): 02:59:22,971,4.882946193218231,4.882946193218231,0.023806610118814665,0.023806610118814665,700966627,1,(HH:MM:SS): 02:59:32,1511,4.806744873523712,4.806744873523712,0.03904069659908892,0.03904069659908892,700984827,1,(HH:MM:SS): 02:59:32,1511,4.806744873523712,4.806744873523712,0.03904069659908892,0.03904069659908892,763751327.0,1,(HH:MM:SS): 11:59:56,9,5.006261348724365,5.006261348724365,0.0008464241178618898,0.0008464241178618898,702632327,1,(HH:MM:SS): 02:59:22,1211,4.909582793712616,4.909582793712616,0.018481449385395497,0.018481449385395497
27,2,2,20,48,"[6.0, 12.0]","[6.299999999999999, 4.199999999999999]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5881011515014676,0.0001,1000,21609,64827,700929628,1,(HH:MM:SS): 02:59:11,841,11.162286758422852,11.162286758422852,700953328,1,(HH:MM:SS): 02:59:10,821,10.794256210327148,10.794256210327148,0.032970891723238895,0.032970891723238895,700966728,1,(HH:MM:SS): 02:59:12,1101,10.752513885498049,10.752513885498049,0.036710477144443185,0.036710477144443185,700984928,1,(HH:MM:SS): 02:59:12,1101,10.752513885498049,10.752513885498049,0.036710477144443185,0.036710477144443185,763751428.0,1,(HH:MM:SS): 11:59:18,9,11.167510986328123,11.167510986328123,0.0004680248786235094,0.0004680248786235094,702632428,1,(HH:MM:SS): 02:59:10,931,10.765161514282228,10.765161514282228,0.03557740924734441,0.03557740924734441
28,2,2,20,141,"[3.0, 3.0]","[3.6000000000000005, 1.2000000000000002]",0.8,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7184627066176041,0.0001,1000,181476,544428,700929729,1,(HH:MM:SS): 03:02:35,1821,4.069904327392578,4.069904327392578,700953429,1,(HH:MM:SS): 03:01:38,1781,3.956616014242172,3.956616014242172,0.027835620701920905,0.027835620701920905,700966829,1,(HH:MM:SS): 03:04:54,4031,3.562339782714844,3.562339782714844,0.12471166490611583,0.12471166490611583,700985229,1,(HH:MM:SS): 03:04:53,4031,3.562339782714844,3.562339782714844,0.12471166490611583,0.12471166490611583,763751529.0,1,(HH:MM:SS): 12:04:33,7,4.072360992431641,4.072360992431641,0.0006036173928040183,0.0006036173928040183,702632529,1,(HH:MM:SS): 03:01:35,1731,4.031695098,4.031695098,0.009388237737042109,0.009388237737042109
29,2,2,20,86,"[6.0, 6.0]","[7.200000000000001, 2.4000000000000004]",0.8,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7257786613651428,0.0001,1000,68121,204363,700929830,1,(HH:MM:SS): 02:59:45,1301,9.311993122,9.311993122,700953530,1,(HH:MM:SS): 02:59:39,1421,9.116249442100523,9.116249442100523,0.021020599707813805,0.021020599707813805,700966930,1,(HH:MM:SS): 03:00:17,2921,8.678932189941406,8.678932189941406,0.0679833977285657,0.0679833977285657,700985330,1,(HH:MM:SS): 03:00:17,2921,8.678932189941406,8.678932189941406,0.0679833977285657,0.0679833977285657,763751630.0,1,(HH:MM:SS): 12:00:29,6,9.31647491455078,9.31647491455078,0.00048129251085790933,0.00048129251085790933,702632630,1,(HH:MM:SS): 02:59:35,1251,9.114657878875732,9.114657878875732,0.021191515128813267,0.021191515128813267
