Unnamed: 0,J,S,gamma,D,mu,lab,load,imbalance,t,c,r,t_prob,e,P,size,size_i,vi_job_id,vi_attempts,vi_time,vi_iter,vi_g_tmp,vi_g,ospi_job_id,ospi_attempts,ospi_time,ospi_iter,ospi_g_tmp,ospi_g,ospi_opt_gap_tmp,ospi_opt_gap,sdf_job_id,sdf_attempts,sdf_time,sdf_iter,sdf_g_tmp,sdf_g,sdf_opt_gap_tmp,sdf_opt_gap,fcfs_job_id,fcfs_attempts,fcfs_time,fcfs_iter,fcfs_g_tmp,fcfs_g,fcfs_opt_gap_tmp,fcfs_opt_gap,pi_job_id,pi_attempts,pi_time,pi_iter,pi_g_tmp,pi_g,pi_opt_gap_tmp,pi_opt_gap,cmu_t_min_job_id,cmu_t_min_attempts,cmu_t_min_time,cmu_t_min_iter,cmu_t_min_g_tmp,cmu_t_min_g,cmu_t_min_opt_gap_tmp,cmu_t_min_opt_gap
30,2,2,20,119,"[3.0, 6.0]","[3.6000000000000005, 2.4000000000000004]",0.8,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7203463203463204,0.0001,1000,129600,388800,700929931,1,(HH:MM:SS): 03:02:30,2821,5.199424743652344,5.199424743652344,700953631,1,(HH:MM:SS): 03:00:48,1861,4.980935812,4.980935812,0.04202175094833003,0.04202175094833003,700967031,1,(HH:MM:SS): 03:02:42,3921,4.6740570068359375,4.6740570068359375,0.10104343513343379,0.10104343513343379,700985431,1,(HH:MM:SS): 03:02:42,3921,4.6740570068359375,4.6740570068359375,0.10104343513343379,0.10104343513343379,763751731.0,1,(HH:MM:SS): 12:04:56,11,5.202301025390625,5.202301025390625,0.0005531923010892166,0.0005531923010892166,702638831,1,(HH:MM:SS): 03:01:07,3001,5.031270742416382,5.031270742416382,0.03234088567994964,0.03234088567994964
31,2,2,20,75,"[6.0, 12.0]","[7.200000000000001, 4.800000000000001]",0.8,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.7291499777481089,0.0001,1000,51984,155952,700934332,1,(HH:MM:SS): 02:59:47,1871,11.94311523,11.94311523,700953732,1,(HH:MM:SS): 02:59:32,1581,11.477058410644531,11.477058410644531,0.03902305306280368,0.03902305306280368,700967132,1,(HH:MM:SS): 02:59:58,3021,11.22473145,11.22473145,0.06015045205253369,0.06015045205253369,700985532,1,(HH:MM:SS): 02:59:58,3021,11.22473145,11.22473145,0.06015045205253369,0.06015045205253369,763751832.0,1,(HH:MM:SS): 12:00:34,9,11.947998046875,11.947998046875,0.0004088394678412491,0.0004088394678412491,702638932,1,(HH:MM:SS): 02:59:42,2561,11.335899353027344,11.335899353027344,0.050842335963349514,0.050842335963349514
32,2,2,20,291,"[3.0, 3.0]","[4.050000000000001, 1.35]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8598962687009235,0.0001,1000,767376,2302128,76448954,2,(HH:MM:SS): 45:34:08,91872,3.8910064697265625,,76456326,2,(HH:MM:SS): 45:34:10,134432,3.6728897094726562,,0.056056642915125826,,76457429,2,(HH:MM:SS): 45:34:06,130312,2.5408935546875,,0.3469829530080274,,76458529,2,(HH:MM:SS): 45:34:12,129602,2.5408935546875,,0.3469829530080274,,763751933.0,1,(HH:MM:SS): 22:46:28,11,4.121669769287109,,0.059281140073960494,,702639033,1,(HH:MM:SS): 05:40:10,14831,3.838539123535156,,0.013484260846036012,
33,2,2,20,178,"[6.0, 6.0]","[8.100000000000001, 2.7]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8653758829465187,0.0001,1000,288369,865107,76448965,2,(HH:MM:SS): 45:34:07,397842,9.191802978515625,,76456337,2,(HH:MM:SS): 45:34:06,538982,8.54156494140625,,0.07074107643834433,,764574310,2,(HH:MM:SS): 45:34:06,543172,6.8634033203125,,0.25331261599551125,,764585310,2,(HH:MM:SS): 45:34:06,540252,6.8634033203125,,0.25331261599551125,,763752034.0,1,(HH:MM:SS): 22:46:12,11,10.631431579589844,,0.15662091587897622,,702639134,1,(HH:MM:SS): 05:40:06,59381,8.977966309,,0.0232638438851915,
34,2,2,20,246,"[3.0, 6.0]","[4.050000000000001, 2.7]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8614107768189714,0.0001,1000,549081,1647243,76448976,2,(HH:MM:SS): 24:10:02,1081,4.9216156005859375,4.9216156005859375,700954035,1,(HH:MM:SS): 03:37:56,5791,4.4455413818359375,4.4455413818359375,0.09673128854137278,0.09673128854137278,764574411,2,(HH:MM:SS): 45:34:06,205492,3.4150390625,,0.30611422352988593,,764585411,2,(HH:MM:SS): 45:34:09,209252,3.4150390625,,0.30611422352988593,,763752135.0,1,(HH:MM:SS): 15:21:38,11,4.92181396484375,,4.030470355890533e-05,,702639235,1,(HH:MM:SS): 03:56:53,13831,4.452682495117188,4.452682495117188,0.095280319213252,0.095280319213252
35,2,2,20,156,"[6.0, 12.0]","[8.100000000000001, 5.4]",0.9,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.867615548,0.0001,1000,221841,665523,700934736,1,(HH:MM:SS): 03:15:52,6571,11.85742188,11.85742188,700954136,1,(HH:MM:SS): 03:08:27,4931,10.62402344,10.62402344,0.10401910739807464,0.10401910739807464,764574512,2,(HH:MM:SS): 45:34:06,776872,9.11328125,,0.2314281011312048,,764585512,2,(HH:MM:SS): 45:34:06,776622,9.11328125,,0.2314281011312048,,763752236.0,1,(HH:MM:SS): 12:44:46,11,11.857421875,,4.216768589583029e-10,,702639336,1,(HH:MM:SS): 03:17:35,14141,9.818359375,9.818359375,0.17196508023715526,0.17196508023715526
36,2,4,20,53,"[3.0, 3.0]","[2.0999999999999996, 6.299999999999999]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4577929382253575,0.0001,1000,72900,218700,700934837,1,(HH:MM:SS): 02:59:22,561,8.824585795402527,8.824585795402527,700954237,1,(HH:MM:SS): 02:59:23,771,8.501537979,8.501537979,0.036607703057386524,0.036607703057386524,700967837,1,(HH:MM:SS): 02:59:32,1041,8.432729601860046,8.432729601860046,0.04440505227413977,0.04440505227413977,700986437,1,(HH:MM:SS): 02:59:31,1041,8.432729601860046,8.432729601860046,0.04440505227413977,0.04440505227413977,763752337.0,1,(HH:MM:SS): 11:59:44,8,8.828219890594482,8.828219890594482,0.00041181481785228653,0.00041181481785228653,702639437,1,(HH:MM:SS): 02:59:27,881,8.325775623321533,8.325775623321533,0.05652505212662401,0.05652505212662401
37,2,4,20,36,"[6.0, 6.0]","[4.199999999999999, 12.599999999999998]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4850193063186083,0.0001,1000,34225,102675,700934938,1,(HH:MM:SS): 02:59:11,471,19.30334854125977,19.30334854125977,700954338,1,(HH:MM:SS): 02:59:12,661,18.509307861328125,18.509307861328125,0.041134867260694645,0.041134867260694645,700967938,1,(HH:MM:SS): 02:59:10,511,17.96893310546875,17.96893310546875,0.06912870235642199,0.06912870235642199,700986538,1,(HH:MM:SS): 02:59:11,511,17.96893310546875,17.96893310546875,0.06912870235642199,0.06912870235642199,763752738.0,1,(HH:MM:SS): 11:59:20,6,19.30194091796875,19.30194091796875,7.292119748086535e-05,7.292119748086535e-05,702639538,1,(HH:MM:SS): 02:59:11,591,17.78123664855957,17.78123664855957,0.07885222035165425,0.07885222035165425
38,2,4,20,38,"[3.0, 6.0]","[2.0999999999999996, 12.599999999999998]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4786371756251962,0.0001,1000,38025,114075,700935039,1,(HH:MM:SS): 02:59:10,401,16.69687843322754,16.69687843322754,700954439,1,(HH:MM:SS): 02:59:13,741,15.29128074645996,15.29128074645996,0.08418326170300056,0.08418326170300056,700968039,1,(HH:MM:SS): 02:59:14,801,15.527088165283203,15.527088165283203,0.07006041713859525,0.07006041713859525,700986639,1,(HH:MM:SS): 02:59:15,801,15.527088165283203,15.527088165283203,0.07006041713859525,0.07006041713859525,763752839.0,1,(HH:MM:SS): 11:59:28,8,16.69806671142578,16.69806671142578,7.116768580392011e-05,7.116768580392011e-05,702639639,1,(HH:MM:SS): 02:59:12,631,15.763310432434082,15.763310432434082,0.05591272671277373,0.05591272671277373
39,2,4,20,29,"[6.0, 12.0]","[4.199999999999999, 25.199999999999996]",0.7,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5175107167466422,0.0001,1000,22500,67500,700935240,1,(HH:MM:SS): 02:59:08,461,36.22458261251449,36.22458261251449,700954540,1,(HH:MM:SS): 02:59:10,781,33.210303878784174,33.210303878784174,0.08321086169503505,0.08321086169503505,700968140,1,(HH:MM:SS): 02:59:11,901,33.057126092910764,33.057126092910764,0.08743942072391099,0.08743942072391099,700986740,1,(HH:MM:SS): 02:59:11,901,33.057126092910764,33.057126092910764,0.08743942072391099,0.08743942072391099,763752940.0,1,(HH:MM:SS): 11:59:19,7,36.22239665985107,36.22239665985107,6.034445411835298e-05,6.034445411835298e-05,702639740,1,(HH:MM:SS): 02:59:10,751,34.05888125896453,34.05888125896453,0.05978540530655478,0.05978540530655478
40,2,4,20,84,"[3.0, 3.0]","[2.4000000000000004, 7.200000000000001]",0.8,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.634784991,0.0001,1000,180625,541875,700935341,1,(HH:MM:SS): 03:01:09,1301,9.514423847198486,9.514423847198486,700955141,1,(HH:MM:SS): 03:00:39,1471,9.184978008270264,9.184978008270264,0.03462593681121613,0.03462593681121613,700970041,1,(HH:MM:SS): 03:02:49,2921,8.806777954101562,8.806777954101562,0.07437611614341624,0.07437611614341624,700986841,1,(HH:MM:SS): 03:04:31,2921,8.806777954101562,8.806777954101562,0.07437611614341624,0.07437611614341624,763753041.0,1,(HH:MM:SS): 12:04:36,10,9.517913818359377,9.517913818359377,0.00036680846017996845,0.00036680846017996845,702639841,1,(HH:MM:SS): 03:02:09,2381,8.623470783233643,8.623470783233643,0.09364235588760154,0.09364235588760154
41,2,4,20,58,"[6.0, 6.0]","[4.800000000000001, 14.400000000000002]",0.8,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.6622764723401225,0.0001,1000,87025,261075,700935442,1,(HH:MM:SS): 02:59:39,901,21.024215698242188,21.024215698242188,700955242,1,(HH:MM:SS): 02:59:45,1431,19.95623779296875,19.95623779296875,0.0507975146660396,0.0507975146660396,700970142,1,(HH:MM:SS): 03:00:22,2431,19.69458008,19.69458008,0.06324305445331573,0.06324305445331573,700986942,1,(HH:MM:SS): 03:00:23,2431,19.69458008,19.69458008,0.06324305445331573,0.06324305445331573,763753142.0,1,(HH:MM:SS): 12:01:04,11,21.0284423828125,21.0284423828125,0.00020103887017606506,0.00020103887017606506,702639942,1,(HH:MM:SS): 03:00:14,2231,18.94309425354004,18.94309425354004,0.09898687658898728,0.09898687658898728
42,2,4,20,62,"[3.0, 6.0]","[2.4000000000000004, 14.400000000000002]",0.8,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.6562380750765427,0.0001,1000,99225,297675,700935543,1,(HH:MM:SS): 03:00:06,1371,18.151073455810547,18.151073455810547,700955343,1,(HH:MM:SS): 02:59:52,1421,16.937469482421875,16.937469482421875,0.06686127827884314,0.06686127827884314,700970243,1,(HH:MM:SS): 03:00:42,2631,16.7824707,16.7824707,0.07540065104923184,0.07540065104923184,700987143,1,(HH:MM:SS): 03:00:42,2631,16.7824707,16.7824707,0.07540065104923184,0.07540065104923184,763753243.0,1,(HH:MM:SS): 12:01:35,9,18.155776977539062,18.155776977539062,0.0002591318766885342,0.0002591318766885342,702640043,1,(HH:MM:SS): 02:59:37,1041,17.659339904785156,17.659339904785156,0.02709115536458678,0.02709115536458678
43,2,4,20,46,"[6.0, 12.0]","[4.800000000000001, 28.800000000000004]",0.8,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.690245652,0.0001,1000,55225,165675,700935644,1,(HH:MM:SS): 02:59:37,1461,39.01127672195435,39.01127672195435,700955444,1,(HH:MM:SS): 02:59:37,1801,35.62916507720948,35.62916507720948,0.08669574361409006,0.08669574361409006,700970344,1,(HH:MM:SS): 03:00:02,2981,36.531896972656256,36.531896972656256,0.06355546287216943,0.06355546287216943,700987244,1,(HH:MM:SS): 03:00:00,2981,36.531896972656256,36.531896972656256,0.06355546287216943,0.06355546287216943,763753344.0,1,(HH:MM:SS): 12:00:42,9,39.0189043045044,39.0189043045044,0.0001955225050544854,0.0001955225050544854,702646044,1,(HH:MM:SS): 02:59:26,1291,38.06826345920563,38.06826345920563,0.02417283775329563,0.02417283775329563
44,2,4,20,177,"[3.0, 3.0]","[2.7, 8.100000000000001]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8191792617563299,0.0001,1000,792100,2376300,76448987,2,(HH:MM:SS): 45:34:11,112482,9.68414306640625,,76456348,2,(HH:MM:SS): 45:34:07,237952,8.678436279296875,,0.10385088078656289,,764574613,2,(HH:MM:SS): 45:34:07,157332,7.083984375,,0.26849651782056533,,764585613,2,(HH:MM:SS): 45:34:09,156842,7.083984375,,0.26849651782056533,,763753445.0,1,(HH:MM:SS): 22:46:20,11,12.08464813232422,,0.24787996722654668,,702646145,1,(HH:MM:SS): 05:40:09,18041,7.040740966796875,,0.27296190086030314,
45,2,4,20,121,"[6.0, 6.0]","[5.4, 16.200000000000003]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8370298039766592,0.0001,1000,372100,1116300,700935846,1,(HH:MM:SS): 03:11:19,2871,21.84472656,21.84472656,76456359,2,(HH:MM:SS): 45:34:06,589342,19.65625,,0.10018328927070816,,764574714,2,(HH:MM:SS): 45:34:07,454252,17.43359375,,0.2019312440411706,,764585714,2,(HH:MM:SS): 45:34:07,452072,17.435546875,,0.20184183459058144,,763753546.0,1,(HH:MM:SS): 22:46:11,11,30.9029541015625,,0.414664267674976,,702646246,1,(HH:MM:SS): 05:40:06,49521,14.83789063,,0.32075640364527414,
46,2,4,20,129,"[3.0, 6.0]","[2.7, 16.200000000000003]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8333411025441909,0.0001,1000,422500,1267500,700935947,1,(HH:MM:SS): 03:14:42,3091,19.27539063,19.27539063,700955747,1,(HH:MM:SS): 03:10:31,3951,16.69238281,16.69238281,0.13400547203333119,0.13400547203333119,764574815,2,(HH:MM:SS): 45:34:06,383322,14.3828125,,0.2538251091204993,,764585815,2,(HH:MM:SS): 45:34:08,382032,14.3828125,,0.2538251091204993,,763753647.0,1,(HH:MM:SS): 14:00:03,11,19.275390625,,2.5939813670597737e-10,,702646347,1,(HH:MM:SS): 03:09:44,3941,18.3671875,18.3671875,0.04711723603600974,0.04711723603600974
47,2,4,20,98,"[6.0, 12.0]","[5.4, 32.400000000000006]",0.9,"[0.3333333333333333, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8527561100817519,0.0001,1000,245025,735075,76449008,2,(HH:MM:SS): 45:34:06,609542,40.21453857421875,,764563610,2,(HH:MM:SS): 45:34:06,899622,34.809704589843754,,0.13439999999999988,,764574916,2,(HH:MM:SS): 45:34:06,769902,33.65458984375,,0.16312380952380945,,764585916,2,(HH:MM:SS): 45:34:06,775442,33.65458984375,,0.16312380952380945,,763753748.0,1,(HH:MM:SS): 22:46:09,11,82.08821411132813,,1.0412571428571429,,702646448,1,(HH:MM:SS): 05:40:06,111081,39.04716797,,0.029028571397488222,
48,2,4,20,53,"[3.0, 3.0]","[4.199999999999999, 4.199999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4577929382253575,0.0001,1000,72900,218700,700936149,1,(HH:MM:SS): 02:59:22,561,8.869165062904358,8.869165062904358,700955949,1,(HH:MM:SS): 02:59:27,901,8.507650852,8.507650852,0.040760794092829136,0.040760794092829136,700971449,1,(HH:MM:SS): 02:59:31,1031,8.451347172260284,8.451347172260284,0.0471090443892643,0.0471090443892643,700987849,1,(HH:MM:SS): 02:59:31,1031,8.451347172260284,8.451347172260284,0.0471090443892643,0.0471090443892643,763753849.0,1,(HH:MM:SS): 11:59:44,11,8.87226915359497,,0.00034998679905009074,,702646549,1,(HH:MM:SS): 02:59:23,711,8.345001459121704,8.345001459121704,0.05909954319995569,0.05909954319995569
49,2,4,20,36,"[6.0, 6.0]","[8.399999999999999, 8.399999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4850193063186083,0.0001,1000,34225,102675,700936250,1,(HH:MM:SS): 02:59:11,491,19.50239944458008,19.50239944458008,700956050,1,(HH:MM:SS): 02:59:12,731,17.995868682861328,17.995868682861328,0.07724848247518763,0.07724848247518763,700971550,1,(HH:MM:SS): 02:59:11,611,17.978347778320312,17.978347778320312,0.07814687985397197,0.07814687985397197,700987950,1,(HH:MM:SS): 02:59:11,611,17.978347778320312,17.978347778320312,0.07814687985397197,0.07814687985397197,763753950.0,1,(HH:MM:SS): 11:59:19,11,19.501388549804688,,5.1834379572976896e-05,,702646650,1,(HH:MM:SS): 02:59:08,291,17.84752082824707,17.84752082824707,0.08485512877713718,0.08485512877713718
50,2,4,20,42,"[3.0, 6.0]","[4.199999999999999, 8.399999999999999]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4719622173760828,0.0001,1000,46225,138675,700936351,1,(HH:MM:SS): 02:59:14,521,14.109516143798828,14.109516143798828,700956151,1,(HH:MM:SS): 02:59:17,811,13.150012016296388,13.150012016296388,0.0680040419333688,0.0680040419333688,700971651,1,(HH:MM:SS): 02:59:19,931,13.105308532714844,13.105308532714844,0.07117236344956708,0.07117236344956708,700988051,1,(HH:MM:SS): 02:59:19,931,13.105308532714844,13.105308532714844,0.07117236344956708,0.07117236344956708,763754051.0,1,(HH:MM:SS): 11:59:25,7,14.11408233642578,14.11408233642578,0.00032362503295041786,0.00032362503295041786,702646751,1,(HH:MM:SS): 02:59:11,451,13.234659194946287,13.234659194946287,0.062004744878302785,0.062004744878302785
51,2,4,20,31,"[6.0, 12.0]","[8.399999999999999, 16.799999999999997]",0.7,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.5077101863905564,0.0001,1000,25600,76800,700936952,1,(HH:MM:SS): 02:59:09,561,31.229713201522827,31.229713201522827,700956252,1,(HH:MM:SS): 02:59:10,751,29.365238189697266,29.365238189697266,0.059701957549025644,0.059701957549025644,700971752,1,(HH:MM:SS): 02:59:11,891,27.889047622680664,27.889047622680664,0.1069707415269912,0.1069707415269912,700988152,1,(HH:MM:SS): 02:59:12,891,27.889047622680664,27.889047622680664,0.1069707415269912,0.1069707415269912,763754152.0,1,(HH:MM:SS): 11:59:18,6,31.22934865951538,31.22934865951538,1.1672922037225536e-05,1.1672922037225536e-05,702646852,1,(HH:MM:SS): 02:59:10,811,28.75971555709839,28.75971555709839,0.07909126889785194,0.07909126889785194
52,2,4,20,84,"[3.0, 3.0]","[4.800000000000001, 4.800000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.634784991,0.0001,1000,180625,541875,700937053,1,(HH:MM:SS): 03:01:03,1291,9.535816192626951,9.535816192626951,700956353,1,(HH:MM:SS): 03:01:13,1821,9.086471557617188,9.086471557617188,0.04712178023703886,0.04712178023703886,700971853,1,(HH:MM:SS): 03:02:50,2931,8.886123657226562,8.886123657226562,0.06813182241313838,0.06813182241313838,700988553,1,(HH:MM:SS): 03:02:49,2931,8.886123657226562,8.886123657226562,0.06813182241313838,0.06813182241313838,763754253.0,1,(HH:MM:SS): 12:04:25,11,9.540335178375244,,0.0004738960626974805,,702646953,1,(HH:MM:SS): 03:01:29,1871,8.771748065948486,8.771748065948486,0.08012613826063876,0.08012613826063876
53,2,4,20,58,"[6.0, 6.0]","[9.600000000000001, 9.600000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.6622764723401225,0.0001,1000,87025,261075,700937154,1,(HH:MM:SS): 02:59:37,841,21.221519470214844,21.221519470214844,700956454,1,(HH:MM:SS): 02:59:52,1571,20.008689880371094,20.008689880371094,0.05715093075903445,0.05715093075903445,700971954,1,(HH:MM:SS): 03:00:19,2351,19.87524414,19.87524414,0.06343915816699126,0.06343915816699126,700988654,1,(HH:MM:SS): 03:00:19,2351,19.87524414,19.87524414,0.06343915816699126,0.06343915816699126,763754354.0,1,(HH:MM:SS): 12:00:45,11,21.226905822753903,,0.00025381559254599486,,702653254,1,(HH:MM:SS): 03:00:05,1911,18.77022361755371,18.77022361755371,0.1155099122898157,0.1155099122898157
54,2,4,20,67,"[3.0, 6.0]","[4.800000000000001, 9.600000000000001]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.6496826381124431,0.0001,1000,115600,346800,700937255,1,(HH:MM:SS): 03:00:27,1491,15.345550537109377,15.345550537109377,700956555,1,(HH:MM:SS): 03:00:19,1761,14.126304626464844,14.126304626464844,0.07945273176717196,0.07945273176717196,700972055,1,(HH:MM:SS): 03:01:07,2781,14.1262207,14.1262207,0.07945820087462703,0.07945820087462703,700988755,1,(HH:MM:SS): 03:01:09,2781,14.1262207,14.1262207,0.07945820087462703,0.07945820087462703,763756755.0,1,(HH:MM:SS): 12:03:25,11,15.3499755859375,,0.00028836038286292494,,702653355,1,(HH:MM:SS): 03:00:12,1841,14.517471313476562,14.517471313476562,0.05396217109515307,0.05396217109515307
55,2,4,20,49,"[6.0, 12.0]","[9.600000000000001, 19.200000000000003]",0.8,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.6822374798260256,0.0001,1000,62500,187500,700937356,1,(HH:MM:SS): 02:59:35,1201,33.91577148,33.91577148,700956656,1,(HH:MM:SS): 02:59:43,1841,30.956907272338867,30.956907272338867,0.0872415421658906,0.0872415421658906,700972156,1,(HH:MM:SS): 03:00:01,2631,31.0435791,31.0435791,0.08468603999451166,0.08468603999451166,700988856,1,(HH:MM:SS): 03:00:02,2631,31.0435791,31.0435791,0.08468603999451166,0.08468603999451166,763756856.0,1,(HH:MM:SS): 12:00:49,11,33.922149658203125,,0.00018805935777959992,,702653456,1,(HH:MM:SS): 02:59:48,2331,31.448121070861816,31.448121070861816,0.07275819777808518,0.07275819777808518
56,2,4,20,177,"[3.0, 3.0]","[5.4, 5.4]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8191792617563298,0.0001,1000,792100,2376300,700937457,1,(HH:MM:SS): 03:51:18,4111,9.651016235351562,9.651016235351562,764563711,2,(HH:MM:SS): 45:34:06,186912,7.8472900390625,,0.18689494995169875,,764575017,2,(HH:MM:SS): 45:34:06,156462,7.23077392578125,,0.2507759028220254,,764586017,2,(HH:MM:SS): 45:34:06,157352,7.23077392578125,,0.2507759028220254,,763756957.0,1,(HH:MM:SS): 22:46:22,11,38.383124351501465,,2.977107012928288,,702653557,1,(HH:MM:SS): 05:40:08,17561,7.733428955078125,,0.19869278358991224,
57,2,4,20,121,"[6.0, 6.0]","[10.8, 10.8]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.837029804,0.0001,1000,372100,1116300,700937558,1,(HH:MM:SS): 03:08:35,2251,21.94042969,21.94042969,764563812,2,(HH:MM:SS): 45:34:06,525262,18.7421875,,0.14576935070044195,,764575118,2,(HH:MM:SS): 45:34:07,452042,17.97265625,,0.1808430142919411,,764586118,2,(HH:MM:SS): 45:34:06,455202,17.97265625,,0.1808430142919411,,763757058.0,1,(HH:MM:SS): 22:46:11,11,62.1328125,,1.831886766935967,,702653658,1,(HH:MM:SS): 05:40:07,49901,15.08789063,,0.31232474280680317,
58,2,4,20,140,"[3.0, 6.0]","[5.4, 10.8]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8291987031558208,0.0001,1000,497025,1491075,700937659,1,(HH:MM:SS): 03:30:55,4971,15.78613281,15.78613281,764563913,2,(HH:MM:SS): 45:34:06,339422,12.65625,,0.19826786253928647,,764575219,2,(HH:MM:SS): 45:34:07,306982,12.04296875,,0.23711722845945066,,764586219,2,(HH:MM:SS): 45:34:06,307452,12.04296875,,0.23711722845945066,,763757159.0,1,(HH:MM:SS): 22:46:15,11,30.787109375,,0.9502629140113006,,702653759,1,(HH:MM:SS): 03:26:22,8241,14.01464844,14.01464844,0.11221775410870875,0.11221775410870875
59,2,4,20,103,"[6.0, 12.0]","[10.8, 21.6]",0.9,"[1, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.8484610708470095,0.0001,1000,270400,811200,76449019,2,(HH:MM:SS): 45:34:06,532792,34.87900390625,,764564014,2,(HH:MM:SS): 45:34:06,736502,29.222265625,,0.16218176116653274,,764575320,2,(HH:MM:SS): 45:34:06,684432,28.940624999999997,,0.1702565509672109,,764586320,2,(HH:MM:SS): 45:34:06,685872,28.940624999999997,,0.1702565509672109,,763757260.0,1,(HH:MM:SS): 22:46:09,11,81.64433593749999,,1.3407874879956097,,702662560,1,(HH:MM:SS): 03:12:43,8411,28.93279571533203,28.93279571533203,0.17048102081414263,
60,2,4,20,53,"[3.0, 3.0]","[6.299999999999999, 2.0999999999999996]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4577929382253575,0.0001,1000,72900,218700,700937861,1,(HH:MM:SS): 02:59:23,561,8.824585795402527,8.824585795402527,700957361,1,(HH:MM:SS): 02:59:24,771,8.501562774181366,8.501562774181366,0.036604893273228856,0.036604893273228856,700973061,1,(HH:MM:SS): 02:59:31,1041,8.427538037,8.427538037,0.04499335919079431,0.04499335919079431,700989561,1,(HH:MM:SS): 02:59:31,1041,8.427538037,8.427538037,0.04499335919079431,0.04499335919079431,763757361.0,1,(HH:MM:SS): 11:59:45,8,8.828195095062256,8.828195095062256,0.0004090049939351707,0.0004090049939351707,702662661,1,(HH:MM:SS): 02:59:16,441,8.460120916366577,8.460120916366577,0.04130107491570089,0.04130107491570089
61,2,4,20,36,"[6.0, 6.0]","[12.599999999999998, 4.199999999999999]",0.7,"[3, 1]","[1.0, 1.0]","[1.0, 1.0]","[1.0, 1.0]",0.4850193063186083,0.0001,1000,34225,102675,700937962,1,(HH:MM:SS): 02:59:10,471,19.30334854125977,19.30334854125977,700957462,1,(HH:MM:SS): 02:59:12,661,18.50930976867676,18.50930976867676,0.04113476845148378,0.04113476845148378,700973862,1,(HH:MM:SS): 02:59:10,481,17.930328369140625,17.930328369140625,0.07112860078055341,0.07112860078055341,700989662,1,(HH:MM:SS): 02:59:10,481,17.930328369140625,17.930328369140625,0.07112860078055341,0.07112860078055341,763757462.0,1,(HH:MM:SS): 11:59:20,6,19.301910400390625,19.301910400390625,7.450214485172023e-05,7.450214485172023e-05,702662762,1,(HH:MM:SS): 02:59:11,571,18.04230690002441,18.04230690002441,0.06532761083083365,0.06532761083083365
