0
0
2
2
263
627264
1881792
15
1e-05
[1. 1.]
[1. 1.]
[1. 1.]
1000.0
[0.08333333 0.25      ]
[0.33333333 0.33333333]
0.5
0.3310387984981227
""
0
""
""
""
""
1
0-00:03:00
""
""
""
1_1
